#Time (us) ; Current (mA) ; Voltage (V) ; PC ; IRQ 
943752533 ; 7.45839 ; 3.29979 ; 0 ; 0
943752693 ; 7.48882 ; 3.29979 ; 0 ; 0
943752853 ; 7.43891 ; 3.29979 ; 0 ; 0
943753013 ; 7.47056 ; 3.29979 ; 0 ; 0
943753173 ; 7.47178 ; 3.29979 ; 0 ; 0
943753333 ; 7.4316 ; 3.29979 ; 0 ; 0
943753493 ; 7.46813 ; 3.29979 ; 0 ; 0
943753653 ; 7.46082 ; 3.29979 ; 0 ; 0
943753813 ; 7.46204 ; 3.29979 ; 0 ; 0
943753973 ; 7.46326 ; 3.29979 ; 0 ; 0
943754133 ; 7.4596 ; 3.29979 ; 0 ; 0
943754293 ; 7.47908 ; 3.29979 ; 0 ; 0
943754453 ; 7.44986 ; 3.29979 ; 0 ; 0
943754613 ; 7.45473 ; 3.29979 ; 0 ; 0
943754773 ; 12.9929 ; 3.29979 ; 0 ; 0
943754933 ; 29.1608 ; 3.29979 ; 0 ; 0
943755093 ; 28.6884 ; 3.29979 ; 0 ; 0
943755253 ; 29.1876 ; 3.29979 ; 0 ; 0
943755413 ; 29.1315 ; 3.29979 ; 0 ; 0
943755573 ; 29.6904 ; 3.29979 ; 0 ; 0
943755733 ; 29.6429 ; 3.29979 ; 0 ; 0
943755893 ; 28.6373 ; 3.29979 ; 0 ; 0
943756053 ; 29.6745 ; 3.29979 ; 0 ; 0
943756213 ; 29.1681 ; 3.29979 ; 0 ; 0
943756373 ; 29.0987 ; 3.29979 ; 0 ; 0
943756533 ; 29.6721 ; 3.29979 ; 0 ; 0
943756693 ; 29.6964 ; 3.29979 ; 0 ; 0
943756853 ; 29.4639 ; 3.29979 ; 0 ; 0
943757013 ; 29.0755 ; 3.29979 ; 0 ; 0
943757173 ; 30.4927 ; 3.29979 ; 0 ; 0
943757333 ; 30.9407 ; 3.29979 ; 0 ; 0
943757493 ; 28.6421 ; 3.29979 ; 0 ; 0
943757653 ; 30.0799 ; 3.29979 ; 0 ; 0
943757813 ; 33.8248 ; 3.29979 ; 0 ; 0
943757973 ; 30.5584 ; 3.29979 ; 0 ; 0
943758133 ; 32.8935 ; 3.29979 ; 0 ; 0
943758293 ; 31.3181 ; 3.29979 ; 0 ; 0
943758453 ; 31.4045 ; 3.29979 ; 0 ; 0
943758613 ; 31.6566 ; 3.29979 ; 0 ; 0
943758773 ; 30.6887 ; 3.29979 ; 0 ; 0
943758933 ; 30.6509 ; 3.29979 ; 0 ; 0
943759093 ; 28.8881 ; 3.29979 ; 0 ; 0
943759253 ; 28.3828 ; 3.29979 ; 0 ; 0
943759413 ; 27.7363 ; 3.29979 ; 0 ; 0
943759573 ; 9.05934 ; 3.29979 ; 0 ; 0
943759733 ; 7.4596 ; 3.29979 ; 0 ; 0
943759893 ; 7.47665 ; 3.29979 ; 0 ; 0
943760053 ; 7.47665 ; 3.29979 ; 0 ; 0
943760213 ; 7.44986 ; 3.29979 ; 0 ; 0
943760373 ; 7.46691 ; 3.29979 ; 0 ; 0
943760533 ; 7.47908 ; 3.29979 ; 0 ; 0
943760693 ; 7.44499 ; 3.29979 ; 0 ; 0
943760853 ; 7.46447 ; 3.29979 ; 0 ; 0
943761013 ; 7.46813 ; 3.29979 ; 0 ; 0
943761173 ; 7.45473 ; 3.29979 ; 0 ; 0
943761333 ; 7.46326 ; 3.29979 ; 0 ; 0
943761493 ; 7.46082 ; 3.29979 ; 0 ; 0
943761653 ; 7.46447 ; 3.29979 ; 0 ; 0
943761813 ; 7.44865 ; 3.29979 ; 0 ; 0
943761973 ; 7.4523 ; 3.29979 ; 0 ; 0
943762133 ; 7.47787 ; 3.29979 ; 0 ; 0
943762293 ; 7.45595 ; 3.29979 ; 0 ; 0
943762453 ; 7.44743 ; 3.29979 ; 0 ; 0
943762613 ; 7.48882 ; 3.29979 ; 0 ; 0
943762773 ; 7.44012 ; 3.29979 ; 0 ; 0
943762933 ; 7.44743 ; 3.29979 ; 0 ; 0
943763093 ; 7.48273 ; 3.29979 ; 0 ; 0
943763253 ; 7.44621 ; 3.29979 ; 0 ; 0
943763413 ; 7.47543 ; 3.29979 ; 0 ; 0
943763573 ; 7.43769 ; 3.29979 ; 0 ; 0
943763733 ; 7.46813 ; 3.29979 ; 0 ; 0
943763893 ; 7.46082 ; 3.29979 ; 0 ; 0
943764053 ; 7.45839 ; 3.29979 ; 0 ; 0
943764213 ; 7.45717 ; 3.29979 ; 0 ; 0
943764373 ; 7.44986 ; 3.29979 ; 0 ; 0
943764533 ; 7.46082 ; 3.29979 ; 0 ; 0
943764693 ; 7.46326 ; 3.29979 ; 0 ; 0
943764853 ; 7.45352 ; 3.29979 ; 0 ; 0
943765013 ; 7.44865 ; 3.29979 ; 0 ; 0
943765173 ; 7.47908 ; 3.29979 ; 0 ; 0
943765333 ; 7.44499 ; 3.29979 ; 0 ; 0
943765493 ; 7.46569 ; 3.29979 ; 0 ; 0
943765653 ; 7.46204 ; 3.29979 ; 0 ; 0
943765813 ; 7.45108 ; 3.29979 ; 0 ; 0
943765973 ; 7.47178 ; 3.29979 ; 0 ; 0
943766133 ; 7.45595 ; 3.29979 ; 0 ; 0
943766293 ; 7.48395 ; 3.29979 ; 0 ; 0
943766453 ; 7.45352 ; 3.29979 ; 0 ; 0
943766613 ; 7.4523 ; 3.29979 ; 0 ; 0
943766773 ; 7.46813 ; 3.29979 ; 0 ; 0
943766933 ; 7.46934 ; 3.29979 ; 0 ; 0
943767093 ; 7.43891 ; 3.29979 ; 0 ; 0
943767253 ; 7.47908 ; 3.29979 ; 0 ; 0
943767413 ; 7.44378 ; 3.29979 ; 0 ; 0
943767573 ; 7.4596 ; 3.29979 ; 0 ; 0
943767733 ; 7.4596 ; 3.29979 ; 0 ; 0
943767893 ; 7.45717 ; 3.29979 ; 0 ; 0
943768053 ; 7.46204 ; 3.29979 ; 0 ; 0
943768213 ; 7.4523 ; 3.29979 ; 0 ; 0
